state_name,district_name,season,crop,rainfall,temp
Uttar Pradesh,DEORIA,july,maize,,
Uttar Pradesh,DEORIA,june,oilseeds,,
Uttar Pradesh,DEORIA,july,oilseeds,,
Uttar Pradesh,DEORIA,september,cauliflower,,
Uttar Pradesh,DEORIA,november,cauliflower,,
Uttar Pradesh,DEORIA,december,cauliflower,,
Uttar Pradesh,DEORIA,october,cabbage,,
Uttar Pradesh,DEORIA,november,cabbage,,
Uttar Pradesh,DEORIA,december,cabbage,,
Uttar Pradesh,DEORIA,april,tomato,,
Uttar Pradesh,DEORIA,may,tomato,,
Uttar Pradesh,DEORIA,june,tomato,,
Uttar Pradesh,DEORIA,november,capsicum,,
Uttar Pradesh,DEORIA,september,radish,,
Uttar Pradesh,DEORIA,october,cabbage,,
Uttar Pradesh,DEORIA,november,cabbage,,
Uttar Pradesh,DEORIA,february,chilli,,
Uttar Pradesh,DEORIA,march,chilli,,
Uttar Pradesh,DEORIA,march,cucumber,,
Uttar Pradesh,DEORIA,april,cucumber,,
Uttar Pradesh,DEORIA,october,patato,,
Uttar Pradesh,DEORIA,november,patato,,
Uttar Pradesh,DEORIA,december,patato,,
Uttar Pradesh,DEORIA,october,barley,,
Uttar Pradesh,DEORIA,november,barley,,
Uttar Pradesh,DEORIA,december,barley,,
Uttar Pradesh,DEORIA,october,onion,,
Uttar Pradesh,DEORIA,november,onion,,
Uttar Pradesh,DEORIA,january,pulses,,
Uttar Pradesh,DEORIA,february,pulses,,
Uttar Pradesh,DEORIA,march,pulses,,
Uttar Pradesh,DEORIA,september,coriander,,
Uttar Pradesh,DEORIA,october,garlic,,
Uttar Pradesh,DEORIA,september,garlic,,
Uttar Pradesh,DEORIA,november,garlic,,
Uttar Pradesh,DEORIA,february,bottle gourd,,
Uttar Pradesh,DEORIA,march,bottle gourd,,
Uttar Pradesh,DEORIA,june,bottle gourd,,
Uttar Pradesh,DEORIA,july,bottle gourd,,
Uttar Pradesh,DEORIA,august,carrot,,
Uttar Pradesh,DEORIA,september,carrot,,
Uttar Pradesh,DEORIA,october,carrot,,
Uttar Pradesh,DEORIA,november,tomato,,
Uttar Pradesh,DEORIA,december,tomato,,
Uttar Pradesh,DEORIA,october,tomato,,
Uttar Pradesh,DEORIA,september,spinach,,
Uttar Pradesh,DEORIA,october,spinach,,
Uttar Pradesh,DEORIA,november,spinach,,
Uttar Pradesh,DEORIA,august,radish,,
Uttar Pradesh,DEORIA,september,radish,,
Uttar Pradesh,DEORIA,october,radish,,
Uttar Pradesh,DEORIA,november,radish,,
Uttar Pradesh,DEORIA,january,radish,,
Uttar Pradesh,DEORIA,october,beetroot,,
Uttar Pradesh,DEORIA,november,beetroot,,
Uttar Pradesh,ETAH,january,sugarcane,,
Uttar Pradesh,ETAH,february,sugarcane,,
Uttar Pradesh,ETAH,march,sugarcane,,
Uttar Pradesh,ETAH,april,jute,,
Uttar Pradesh,ETAH,may,jute,,
Uttar Pradesh,ETAH,june,rice,,
Uttar Pradesh,ETAH,july,rice,,
Uttar Pradesh,ETAH,august,oilseeds,,
Uttar Pradesh,ETAH,september,oilseeds,,
Uttar Pradesh,ETAH,october,cauliflower,,
Uttar Pradesh,ETAH,november,wheat,,
Uttar Pradesh,ETAH,december,wheat,,
Uttar Pradesh,ETAH,march,jute,,
Uttar Pradesh,ETAH,june,maize,,
Uttar Pradesh,ETAH,july,maize,,
Uttar Pradesh,ETAH,june,oilseeds,,
Uttar Pradesh,ETAH,july,oilseeds,,
Uttar Pradesh,ETAH,september,cauliflower,,
Uttar Pradesh,ETAH,november,cauliflower,,
Uttar Pradesh,ETAH,december,cauliflower,,
Uttar Pradesh,ETAH,october,cabbage,,
Uttar Pradesh,ETAH,november,cabbage,,
Uttar Pradesh,ETAH,december,cabbage,,
Uttar Pradesh,ETAH,april,tomato,,
Uttar Pradesh,ETAH,may,tomato,,
Uttar Pradesh,ETAH,june,tomato,,
Uttar Pradesh,ETAH,november,capsicum,,
Uttar Pradesh,ETAH,september,radish,,
Uttar Pradesh,ETAH,october,cabbage,,
Uttar Pradesh,ETAH,november,cabbage,,
Uttar Pradesh,ETAH,february,chilli,,
Uttar Pradesh,ETAH,march,chilli,,
Uttar Pradesh,ETAH,march,cucumber,,
Uttar Pradesh,ETAH,april,cucumber,,
Uttar Pradesh,ETAH,october,patato,,
Uttar Pradesh,ETAH,november,patato,,
Uttar Pradesh,ETAH,december,patato,,
Uttar Pradesh,ETAH,october,barley,,
Uttar Pradesh,ETAH,november,barley,,
Uttar Pradesh,ETAH,december,barley,,
Uttar Pradesh,ETAH,october,onion,,
Uttar Pradesh,ETAH,november,onion,,
Uttar Pradesh,ETAH,january,pulses,,
Uttar Pradesh,ETAH,february,pulses,,
Uttar Pradesh,ETAH,march,pulses,,
Uttar Pradesh,ETAH,september,coriander,,
Uttar Pradesh,ETAH,october,garlic,,
Uttar Pradesh,ETAH,september,garlic,,
Uttar Pradesh,ETAH,november,garlic,,
Uttar Pradesh,ETAH,february,bottle gourd,,
Uttar Pradesh,ETAH,march,bottle gourd,,
Uttar Pradesh,ETAH,june,bottle gourd,,
Uttar Pradesh,ETAH,july,bottle gourd,,
Uttar Pradesh,ETAH,august,carrot,,
Uttar Pradesh,ETAH,september,carrot,,
Uttar Pradesh,ETAH,october,carrot,,
Uttar Pradesh,ETAH,november,tomato,,
Uttar Pradesh,ETAH,december,tomato,,
Uttar Pradesh,ETAH,october,tomato,,
Uttar Pradesh,ETAH,september,spinach,,
Uttar Pradesh,ETAH,october,spinach,,
Uttar Pradesh,ETAH,november,spinach,,
Uttar Pradesh,ETAH,august,radish,,
Uttar Pradesh,ETAH,september,radish,,
Uttar Pradesh,ETAH,october,radish,,
Uttar Pradesh,ETAH,november,radish,,
Uttar Pradesh,ETAH,january,radish,,
Uttar Pradesh,ETAH,october,beetroot,,
Uttar Pradesh,ETAH,november,beetroot,,
Uttar Pradesh,FAIZABAD,january,sugarcane,,
Uttar Pradesh,FAIZABAD,february,sugarcane,,
Uttar Pradesh,FAIZABAD,march,sugarcane,,
Uttar Pradesh,FAIZABAD,april,jute,,
Uttar Pradesh,FAIZABAD,may,jute,,
Uttar Pradesh,FAIZABAD,june,rice,,
Uttar Pradesh,FAIZABAD,july,rice,,
Uttar Pradesh,FAIZABAD,august,oilseeds,,
Uttar Pradesh,FAIZABAD,september,oilseeds,,
Uttar Pradesh,FAIZABAD,october,cauliflower,,
Uttar Pradesh,FAIZABAD,november,wheat,,
Uttar Pradesh,FAIZABAD,december,wheat,,
Uttar Pradesh,FAIZABAD,march,jute,,
Uttar Pradesh,FAIZABAD,june,maize,,
Uttar Pradesh,FAIZABAD,july,maize,,
Uttar Pradesh,FAIZABAD,june,oilseeds,,
Uttar Pradesh,FAIZABAD,july,oilseeds,,
Uttar Pradesh,FAIZABAD,september,cauliflower,,
Uttar Pradesh,FAIZABAD,november,cauliflower,,
Uttar Pradesh,FAIZABAD,december,cauliflower,,
Uttar Pradesh,FAIZABAD,october,cabbage,,
Uttar Pradesh,FAIZABAD,november,cabbage,,
Uttar Pradesh,FAIZABAD,december,cabbage,,
Uttar Pradesh,FAIZABAD,april,tomato,,
Uttar Pradesh,FAIZABAD,may,tomato,,
Uttar Pradesh,FAIZABAD,june,tomato,,
Uttar Pradesh,FAIZABAD,november,capsicum,,
Uttar Pradesh,FAIZABAD,september,radish,,
Uttar Pradesh,FAIZABAD,october,cabbage,,
Uttar Pradesh,FAIZABAD,november,cabbage,,
Uttar Pradesh,FAIZABAD,february,chilli,,
Uttar Pradesh,FAIZABAD,march,chilli,,
Uttar Pradesh,FAIZABAD,march,cucumber,,
Uttar Pradesh,FAIZABAD,april,cucumber,,
Uttar Pradesh,FAIZABAD,october,patato,,
Uttar Pradesh,FAIZABAD,november,patato,,
Uttar Pradesh,FAIZABAD,december,patato,,
Uttar Pradesh,FAIZABAD,october,barley,,
Uttar Pradesh,FAIZABAD,november,barley,,
Uttar Pradesh,FAIZABAD,december,barley,,
Uttar Pradesh,FAIZABAD,october,onion,,
Uttar Pradesh,FAIZABAD,november,onion,,
Uttar Pradesh,FAIZABAD,january,pulses,,
Uttar Pradesh,FAIZABAD,february,pulses,,
Uttar Pradesh,FAIZABAD,march,pulses,,
Uttar Pradesh,FAIZABAD,september,coriander,,
Uttar Pradesh,FAIZABAD,october,garlic,,
Uttar Pradesh,FAIZABAD,september,garlic,,
Uttar Pradesh,FAIZABAD,november,garlic,,
Uttar Pradesh,FAIZABAD,february,bottle gourd,,
Uttar Pradesh,FAIZABAD,march,bottle gourd,,
Uttar Pradesh,FAIZABAD,june,bottle gourd,,
Uttar Pradesh,FAIZABAD,july,bottle gourd,,
Uttar Pradesh,FAIZABAD,august,carrot,,
Uttar Pradesh,FAIZABAD,september,carrot,,
Uttar Pradesh,FAIZABAD,october,carrot,,
Uttar Pradesh,FAIZABAD,november,tomato,,
Uttar Pradesh,FAIZABAD,december,tomato,,
Uttar Pradesh,FAIZABAD,october,tomato,,
Uttar Pradesh,FAIZABAD,september,spinach,,
Uttar Pradesh,FAIZABAD,october,spinach,,
Uttar Pradesh,FAIZABAD,november,spinach,,
Uttar Pradesh,FAIZABAD,august,radish,,
Uttar Pradesh,FAIZABAD,september,radish,,
Uttar Pradesh,FAIZABAD,october,radish,,
Uttar Pradesh,FAIZABAD,november,radish,,
Uttar Pradesh,FAIZABAD,january,radish,,
Uttar Pradesh,FAIZABAD,october,beetroot,,
Uttar Pradesh,FAIZABAD,november,beetroot,,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,january,sugarcane,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,february,sugarcane,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,march,sugarcane,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,april,jute,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,may,jute,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,june,rice,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,july,rice,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,august,oilseeds,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,september,oilseeds,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,cauliflower,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,wheat,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,december,wheat,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,march,jute,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,june,maize,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,july,maize,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,june,oilseeds,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,july,oilseeds,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,september,cauliflower,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,cauliflower,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,december,cauliflower,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,cabbage,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,cabbage,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,december,cabbage,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,april,tomato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,may,tomato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,june,tomato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,capsicum,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,september,radish,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,cabbage,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,cabbage,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,february,chilli,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,march,chilli,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,march,cucumber,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,april,cucumber,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,patato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,patato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,december,patato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,barley,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,barley,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,december,barley,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,onion,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,onion,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,january,pulses,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,february,pulses,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,march,pulses,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,september,coriander,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,garlic,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,september,garlic,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,garlic,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,february,bottle gourd,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,march,bottle gourd,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,june,bottle gourd,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,july,bottle gourd,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,august,carrot,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,september,carrot,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,carrot,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,tomato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,december,tomato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,tomato,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,september,spinach,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,spinach,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,spinach,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,august,radish,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,september,radish,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,radish,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,radish,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,january,radish,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,october,beetroot,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,,november,beetroot,
Uttar Pradesh,GHAZIABAD,january,sugarcane,,
Uttar Pradesh,GHAZIABAD,february,sugarcane,,
Uttar Pradesh,GHAZIABAD,march,sugarcane,,
Uttar Pradesh,GHAZIABAD,april,jute,,
Uttar Pradesh,GHAZIABAD,may,jute,,
Uttar Pradesh,GHAZIABAD,june,rice,,
Uttar Pradesh,GHAZIABAD,july,rice,,
Uttar Pradesh,GHAZIABAD,august,oilseeds,,
Uttar Pradesh,GHAZIABAD,september,oilseeds,,
Uttar Pradesh,GHAZIABAD,october,cauliflower,,
Uttar Pradesh,GHAZIABAD,november,wheat,,
Uttar Pradesh,GHAZIABAD,december,wheat,,
Uttar Pradesh,GHAZIABAD,march,jute,,
Uttar Pradesh,GHAZIABAD,june,maize,,
Uttar Pradesh,GHAZIABAD,july,maize,,
Uttar Pradesh,GHAZIABAD,june,oilseeds,,
Uttar Pradesh,GHAZIABAD,july,oilseeds,,
Uttar Pradesh,GHAZIABAD,september,cauliflower,,
Uttar Pradesh,GHAZIABAD,november,cauliflower,,
Uttar Pradesh,GHAZIABAD,december,cauliflower,,
Uttar Pradesh,GHAZIABAD,october,cabbage,,
Uttar Pradesh,GHAZIABAD,november,cabbage,,
Uttar Pradesh,GHAZIABAD,december,cabbage,,
Uttar Pradesh,GHAZIABAD,april,tomato,,
Uttar Pradesh,GHAZIABAD,may,tomato,,
Uttar Pradesh,GHAZIABAD,june,tomato,,
Uttar Pradesh,GHAZIABAD,november,capsicum,,
Uttar Pradesh,GHAZIABAD,september,radish,,
Uttar Pradesh,GHAZIABAD,october,cabbage,,
Uttar Pradesh,GHAZIABAD,november,cabbage,,
Uttar Pradesh,GHAZIABAD,february,chilli,,
Uttar Pradesh,GHAZIABAD,march,chilli,,
Uttar Pradesh,GHAZIABAD,march,cucumber,,
Uttar Pradesh,GHAZIABAD,april,cucumber,,
Uttar Pradesh,GHAZIABAD,october,patato,,
Uttar Pradesh,GHAZIABAD,november,patato,,
Uttar Pradesh,GHAZIABAD,december,patato,,
Uttar Pradesh,GHAZIABAD,october,barley,,
Uttar Pradesh,GHAZIABAD,november,barley,,
Uttar Pradesh,GHAZIABAD,december,barley,,
Uttar Pradesh,GHAZIABAD,october,onion,,
Uttar Pradesh,GHAZIABAD,november,onion,,
Uttar Pradesh,GHAZIABAD,january,pulses,,
Uttar Pradesh,GHAZIABAD,february,pulses,,
Uttar Pradesh,GHAZIABAD,march,pulses,,
Uttar Pradesh,GHAZIABAD,september,coriander,,
Uttar Pradesh,GHAZIABAD,october,garlic,,
Uttar Pradesh,GHAZIABAD,september,garlic,,
Uttar Pradesh,GHAZIABAD,november,garlic,,
Uttar Pradesh,GHAZIABAD,february,bottle gourd,,
Uttar Pradesh,GHAZIABAD,march,bottle gourd,,
Uttar Pradesh,GHAZIABAD,june,bottle gourd,,
Uttar Pradesh,GHAZIABAD,july,bottle gourd,,
Uttar Pradesh,GHAZIABAD,august,carrot,,
Uttar Pradesh,GHAZIABAD,september,carrot,,
Uttar Pradesh,GHAZIABAD,october,carrot,,
Uttar Pradesh,GHAZIABAD,november,tomato,,
Uttar Pradesh,GHAZIABAD,december,tomato,,
Uttar Pradesh,GHAZIABAD,october,tomato,,
Uttar Pradesh,GHAZIABAD,september,spinach,,
Uttar Pradesh,GHAZIABAD,october,spinach,,
Uttar Pradesh,GHAZIABAD,november,spinach,,
Uttar Pradesh,GHAZIABAD,august,radish,,
Uttar Pradesh,GHAZIABAD,september,radish,,
Uttar Pradesh,GHAZIABAD,october,radish,,
Uttar Pradesh,GHAZIABAD,november,radish,,
Uttar Pradesh,GHAZIABAD,january,radish,,
Uttar Pradesh,GHAZIABAD,october,beetroot,,
Uttar Pradesh,GHAZIABAD,november,beetroot,,
Uttar Pradesh,GHAZIPUR,january,sugarcane,,
Uttar Pradesh,GHAZIPUR,february,sugarcane,,
Uttar Pradesh,GHAZIPUR,march,sugarcane,,
Uttar Pradesh,GHAZIPUR,april,jute,,
Uttar Pradesh,GHAZIPUR,may,jute,,
Uttar Pradesh,GHAZIPUR,june,rice,,
Uttar Pradesh,GHAZIPUR,july,rice,,
Uttar Pradesh,GHAZIPUR,august,oilseeds,,
Uttar Pradesh,GHAZIPUR,september,oilseeds,,
Uttar Pradesh,GHAZIPUR,october,cauliflower,,
Uttar Pradesh,GHAZIPUR,november,wheat,,
Uttar Pradesh,GHAZIPUR,december,wheat,,
Uttar Pradesh,GHAZIPUR,march,jute,,
Uttar Pradesh,GHAZIPUR,june,maize,,
Uttar Pradesh,GHAZIPUR,july,maize,,
Uttar Pradesh,GHAZIPUR,june,oilseeds,,
Uttar Pradesh,GHAZIPUR,july,oilseeds,,
Uttar Pradesh,GHAZIPUR,september,cauliflower,,
Uttar Pradesh,GHAZIPUR,november,cauliflower,,
Uttar Pradesh,GHAZIPUR,december,cauliflower,,
Uttar Pradesh,GHAZIPUR,october,cabbage,,
Uttar Pradesh,GHAZIPUR,november,cabbage,,
Uttar Pradesh,GHAZIPUR,december,cabbage,,
Uttar Pradesh,GHAZIPUR,april,tomato,,
Uttar Pradesh,GHAZIPUR,may,tomato,,
Uttar Pradesh,GHAZIPUR,june,tomato,,
Uttar Pradesh,GHAZIPUR,november,capsicum,,
Uttar Pradesh,GHAZIPUR,september,radish,,
Uttar Pradesh,GHAZIPUR,october,cabbage,,
Uttar Pradesh,GHAZIPUR,november,cabbage,,
Uttar Pradesh,GHAZIPUR,february,chilli,,
Uttar Pradesh,GHAZIPUR,march,chilli,,
Uttar Pradesh,GHAZIPUR,march,cucumber,,
Uttar Pradesh,GHAZIPUR,april,cucumber,,
Uttar Pradesh,GHAZIPUR,october,patato,,
Uttar Pradesh,GHAZIPUR,november,patato,,
Uttar Pradesh,GHAZIPUR,december,patato,,
Uttar Pradesh,GHAZIPUR,october,barley,,
Uttar Pradesh,GHAZIPUR,november,barley,,
Uttar Pradesh,GHAZIPUR,december,barley,,
Uttar Pradesh,GHAZIPUR,october,onion,,
Uttar Pradesh,GHAZIPUR,november,onion,,
Uttar Pradesh,GHAZIPUR,january,pulses,,
Uttar Pradesh,GHAZIPUR,february,pulses,,
Uttar Pradesh,GHAZIPUR,march,pulses,,
Uttar Pradesh,GHAZIPUR,september,coriander,,
Uttar Pradesh,GHAZIPUR,october,garlic,,
Uttar Pradesh,GHAZIPUR,september,garlic,,
Uttar Pradesh,GHAZIPUR,november,garlic,,
Uttar Pradesh,GHAZIPUR,february,bottle gourd,,
Uttar Pradesh,GHAZIPUR,march,bottle gourd,,
Uttar Pradesh,GHAZIPUR,june,bottle gourd,,
Uttar Pradesh,GHAZIPUR,july,bottle gourd,,
Uttar Pradesh,GHAZIPUR,august,carrot,,
Uttar Pradesh,GHAZIPUR,september,carrot,,
Uttar Pradesh,GHAZIPUR,october,carrot,,
Uttar Pradesh,GHAZIPUR,november,tomato,,
Uttar Pradesh,GHAZIPUR,december,tomato,,
Uttar Pradesh,GHAZIPUR,october,tomato,,
Uttar Pradesh,GHAZIPUR,september,spinach,,
Uttar Pradesh,GHAZIPUR,october,spinach,,
Uttar Pradesh,GHAZIPUR,november,spinach,,
Uttar Pradesh,GHAZIPUR,august,radish,,
Uttar Pradesh,GHAZIPUR,september,radish,,
Uttar Pradesh,GHAZIPUR,october,radish,,
Uttar Pradesh,GHAZIPUR,november,radish,,
Uttar Pradesh,GHAZIPUR,january,radish,,
Uttar Pradesh,GHAZIPUR,october,beetroot,,
Uttar Pradesh,GHAZIPUR,november,beetroot,,
Uttar Pradesh,GORAKHPUR,january,sugarcane,,
Uttar Pradesh,GORAKHPUR,february,sugarcane,,
Uttar Pradesh,GORAKHPUR,march,sugarcane,,
Uttar Pradesh,GORAKHPUR,april,jute,,
Uttar Pradesh,GORAKHPUR,may,jute,,
Uttar Pradesh,GORAKHPUR,june,rice,,
Uttar Pradesh,GORAKHPUR,july,rice,,
Uttar Pradesh,GORAKHPUR,august,oilseeds,,
Uttar Pradesh,GORAKHPUR,september,oilseeds,,
Uttar Pradesh,GORAKHPUR,october,cauliflower,,
Uttar Pradesh,GORAKHPUR,november,wheat,,
Uttar Pradesh,GORAKHPUR,december,wheat,,
Uttar Pradesh,GORAKHPUR,march,jute,,
Uttar Pradesh,GORAKHPUR,june,maize,,
Uttar Pradesh,GORAKHPUR,july,maize,,
Uttar Pradesh,GORAKHPUR,june,oilseeds,,
Uttar Pradesh,GORAKHPUR,july,oilseeds,,
Uttar Pradesh,GORAKHPUR,september,cauliflower,,
Uttar Pradesh,GORAKHPUR,november,cauliflower,,
Uttar Pradesh,GORAKHPUR,december,cauliflower,,
Uttar Pradesh,GORAKHPUR,october,cabbage,,
Uttar Pradesh,GORAKHPUR,november,cabbage,,
Uttar Pradesh,GORAKHPUR,december,cabbage,,
Uttar Pradesh,GORAKHPUR,april,tomato,,
Uttar Pradesh,GORAKHPUR,may,tomato,,
Uttar Pradesh,GORAKHPUR,june,tomato,,
Uttar Pradesh,GORAKHPUR,november,capsicum,,
Uttar Pradesh,GORAKHPUR,september,radish,,
Uttar Pradesh,GORAKHPUR,october,cabbage,,
Uttar Pradesh,GORAKHPUR,november,cabbage,,
Uttar Pradesh,GORAKHPUR,february,chilli,,
Uttar Pradesh,GORAKHPUR,march,chilli,,
Uttar Pradesh,GORAKHPUR,march,cucumber,,
Uttar Pradesh,GORAKHPUR,april,cucumber,,
Uttar Pradesh,GORAKHPUR,october,patato,,
Uttar Pradesh,GORAKHPUR,november,patato,,
Uttar Pradesh,GORAKHPUR,december,patato,,
Uttar Pradesh,GORAKHPUR,october,barley,,
Uttar Pradesh,GORAKHPUR,november,barley,,
Uttar Pradesh,GORAKHPUR,december,barley,,
Uttar Pradesh,GORAKHPUR,october,onion,,
Uttar Pradesh,GORAKHPUR,november,onion,,
Uttar Pradesh,GORAKHPUR,january,pulses,,
Uttar Pradesh,GORAKHPUR,february,pulses,,
Uttar Pradesh,GORAKHPUR,march,pulses,,
Uttar Pradesh,GORAKHPUR,september,coriander,,
Uttar Pradesh,GORAKHPUR,october,garlic,,
Uttar Pradesh,GORAKHPUR,september,garlic,,
Uttar Pradesh,GORAKHPUR,november,garlic,,
Uttar Pradesh,GORAKHPUR,february,bottle gourd,,
Uttar Pradesh,GORAKHPUR,march,bottle gourd,,
Uttar Pradesh,GORAKHPUR,june,bottle gourd,,
Uttar Pradesh,GORAKHPUR,july,bottle gourd,,
Uttar Pradesh,GORAKHPUR,august,carrot,,
Uttar Pradesh,GORAKHPUR,september,carrot,,
Uttar Pradesh,GORAKHPUR,october,carrot,,
Uttar Pradesh,GORAKHPUR,november,tomato,,
Uttar Pradesh,GORAKHPUR,december,tomato,,
Uttar Pradesh,GORAKHPUR,october,tomato,,
Uttar Pradesh,GORAKHPUR,september,spinach,,
Uttar Pradesh,GORAKHPUR,october,spinach,,
Uttar Pradesh,GORAKHPUR,november,spinach,,
Uttar Pradesh,GORAKHPUR,august,radish,,
Uttar Pradesh,GORAKHPUR,september,radish,,
Uttar Pradesh,GORAKHPUR,october,radish,,
Uttar Pradesh,GORAKHPUR,november,radish,,
Uttar Pradesh,GORAKHPUR,january,radish,,
Uttar Pradesh,GORAKHPUR,october,beetroot,,
Uttar Pradesh,GORAKHPUR,november,beetroot,,
Uttar Pradesh,JAUNPUR,january,sugarcane,,
Uttar Pradesh,JAUNPUR,february,sugarcane,,
Uttar Pradesh,JAUNPUR,march,sugarcane,,
Uttar Pradesh,JAUNPUR,april,jute,,
Uttar Pradesh,JAUNPUR,may,jute,,
Uttar Pradesh,JAUNPUR,june,rice,,
Uttar Pradesh,JAUNPUR,july,rice,,
Uttar Pradesh,JAUNPUR,august,oilseeds,,
Uttar Pradesh,JAUNPUR,september,oilseeds,,
Uttar Pradesh,JAUNPUR,october,cauliflower,,
Uttar Pradesh,JAUNPUR,november,wheat,,
Uttar Pradesh,JAUNPUR,december,wheat,,
Uttar Pradesh,JAUNPUR,march,jute,,
Uttar Pradesh,JAUNPUR,june,maize,,
Uttar Pradesh,JAUNPUR,july,maize,,
Uttar Pradesh,JAUNPUR,june,oilseeds,,
Uttar Pradesh,JAUNPUR,july,oilseeds,,
Uttar Pradesh,JAUNPUR,september,cauliflower,,
Uttar Pradesh,JAUNPUR,november,cauliflower,,
Uttar Pradesh,JAUNPUR,december,cauliflower,,
Uttar Pradesh,JAUNPUR,october,cabbage,,
Uttar Pradesh,JAUNPUR,november,cabbage,,
Uttar Pradesh,JAUNPUR,december,cabbage,,
Uttar Pradesh,JAUNPUR,april,tomato,,
Uttar Pradesh,JAUNPUR,may,tomato,,
Uttar Pradesh,JAUNPUR,june,tomato,,
Uttar Pradesh,JAUNPUR,november,capsicum,,
Uttar Pradesh,JAUNPUR,september,radish,,
Uttar Pradesh,JAUNPUR,october,cabbage,,
Uttar Pradesh,JAUNPUR,november,cabbage,,
Uttar Pradesh,JAUNPUR,february,chilli,,
Uttar Pradesh,JAUNPUR,march,chilli,,
Uttar Pradesh,JAUNPUR,march,cucumber,,
Uttar Pradesh,JAUNPUR,april,cucumber,,
Uttar Pradesh,JAUNPUR,october,patato,,
Uttar Pradesh,JAUNPUR,november,patato,,
Uttar Pradesh,JAUNPUR,december,patato,,
Uttar Pradesh,JAUNPUR,october,barley,,
Uttar Pradesh,JAUNPUR,november,barley,,
