state_name,district_name,season,crop
Haryana,KURUKSHETRA,november,potato
Haryana,KURUKSHETRA,september,tomato
Haryana,KURUKSHETRA,october,wheat 
Haryana,KURUKSHETRA,november,bajra
Haryana,KURUKSHETRA,october,rice
Haryana,KURUKSHETRA,november,tomato
Haryana,KURUKSHETRA,january,wheat 
Haryana,KURUKSHETRA,february,bajra
Haryana,KURUKSHETRA,march,rice
Haryana,KURUKSHETRA,september,mango
Haryana,KURUKSHETRA,october,potato
Haryana,KURUKSHETRA,september,tomato
Haryana,KURUKSHETRA,november,wheat 
Haryana,KURUKSHETRA,february,bajra
Haryana,KURUKSHETRA,march,rice
Haryana,KURUKSHETRA,june,mango
Haryana,KURUKSHETRA,july,potato
Haryana,KURUKSHETRA,august,tomato
Haryana,KURUKSHETRA,september,wheat 
Haryana,KURUKSHETRA,october,bajra
Haryana,KURUKSHETRA,november,rice
Haryana,KURUKSHETRA,december,tomato
Haryana,KURUKSHETRA,october,wheat 
Haryana,KURUKSHETRA,september,bajra
Haryana,KURUKSHETRA,october,rice
Haryana,KURUKSHETRA,november,mango
Haryana,KURUKSHETRA,july,potato
Haryana,MEWAT,january,tomato
Haryana,MEWAT,february,wheat 
Haryana,MEWAT,march,bajra
Haryana,MEWAT,april,rice
Haryana,MEWAT,may,mango
Haryana,MEWAT,june,potato
Haryana,MEWAT,july,tomato
Haryana,MEWAT,august,wheat 
Haryana,MEWAT,september,bajra
Haryana,MEWAT,october,rice
Haryana,MEWAT,november,tomato
Haryana,MEWAT,december,wheat 
Haryana,MEWAT,march,bajra
Haryana,MEWAT,june,rice
Haryana,MEWAT,july,mango
Haryana,MEWAT,june,potato
Haryana,MEWAT,july,tomato
Haryana,MEWAT,september,wheat 
Haryana,MEWAT,november,bajra
Haryana,MEWAT,december,rice
Haryana,MEWAT,october,mango
Haryana,MEWAT,november,potato
Haryana,MEWAT,december,tomato
Haryana,MEWAT,april,wheat 
Haryana,MEWAT,may,bajra
Haryana,MEWAT,june,rice
Haryana,MEWAT,november,tomato
Haryana,MEWAT,september,wheat 
Haryana,MEWAT,october,bajra
Haryana,MEWAT,november,rice
Haryana,MEWAT,october,mango
Haryana,MEWAT,november,potato
Haryana,MEWAT,january,tomato
Haryana,MEWAT,february,wheat 
Haryana,MEWAT,march,bajra
Haryana,MEWAT,september,rice
Haryana,MEWAT,october,mango
Haryana,MEWAT,september,potato
Haryana,MEWAT,november,tomato
Haryana,MEWAT,february,wheat 
Haryana,MEWAT,march,bajra
Haryana,MEWAT,june,rice
Haryana,MEWAT,july,tomato
Haryana,MEWAT,august,wheat 
Haryana,MEWAT,september,bajra
Haryana,MEWAT,october,rice
Haryana,MEWAT,november,mango
Haryana,MEWAT,december,potato
Haryana,MEWAT,october,tomato
Haryana,MEWAT,september,wheat 
Haryana,MEWAT,october,bajra
Haryana,MEWAT,november,rice
Haryana,MEWAT,july,mango
Haryana,PANIPAT,january,potato
Haryana,PANIPAT,february,tomato
Haryana,PANIPAT,march,wheat 
Haryana,PANIPAT,april,bajra
Haryana,PANIPAT,may,rice
Haryana,PANIPAT,june,tomato
Haryana,PANIPAT,july,wheat 
Haryana,PANIPAT,august,bajra
Haryana,PANIPAT,september,rice
Haryana,PANIPAT,october,mango
Haryana,PANIPAT,november,potato
Haryana,PANIPAT,december,tomato
Haryana,PANIPAT,march,wheat 
Haryana,PANIPAT,june,bajra
Haryana,PANIPAT,july,rice
Haryana,PANIPAT,june,mango
Haryana,PANIPAT,july,potato
Haryana,PANIPAT,september,tomato
Haryana,PANIPAT,november,wheat 
Haryana,PANIPAT,december,bajra
Haryana,PANIPAT,october,rice
Haryana,PANIPAT,november,tomato
Haryana,PANIPAT,december,wheat 
Haryana,PANIPAT,april,bajra
Haryana,PANIPAT,may,rice
Haryana,PANIPAT,june,mango
Haryana,PANIPAT,november,potato
Haryana,PANIPAT,september,tomato
Haryana,PANIPAT,october,wheat 
Haryana,PANIPAT,november,bajra
Haryana,PANIPAT,october,rice
Haryana,PANIPAT,november,mango
Haryana,PANIPAT,january,potato
Haryana,PANIPAT,february,tomato
Haryana,PANIPAT,march,wheat 
Haryana,PANIPAT,september,bajra
Haryana,PANIPAT,october,rice
Haryana,PANIPAT,september,tomato
Haryana,PANIPAT,november,wheat 
Haryana,PANIPAT,february,bajra
Haryana,PANIPAT,march,rice
Haryana,PANIPAT,june,mango
Haryana,PANIPAT,july,potato
Haryana,PANIPAT,august,tomato
Haryana,PANIPAT,september,wheat 
Haryana,PANIPAT,october,bajra
Haryana,PANIPAT,november,rice
Haryana,PANIPAT,december,mango
Haryana,PANIPAT,october,potato
Haryana,PANIPAT,september,tomato
Haryana,PANIPAT,october,wheat 
Haryana,PANIPAT,november,bajra
Haryana,PANIPAT,july,rice
Haryana,ROHTAK,january,tomato
Haryana,ROHTAK,february,wheat 
Haryana,ROHTAK,march,bajra
Haryana,ROHTAK,april,rice
Haryana,ROHTAK,may,mango
Haryana,ROHTAK,june,potato
Haryana,ROHTAK,july,tomato
Haryana,ROHTAK,august,wheat 
Haryana,ROHTAK,september,bajra
Haryana,ROHTAK,october,rice
Haryana,ROHTAK,november,mango
Haryana,ROHTAK,december,potato
Haryana,ROHTAK,march,tomato
Haryana,ROHTAK,june,wheat 
Haryana,ROHTAK,july,bajra
Haryana,ROHTAK,june,rice
Haryana,ROHTAK,july,tomato
Haryana,ROHTAK,september,wheat 
Haryana,ROHTAK,november,bajra
Haryana,ROHTAK,december,rice
Haryana,ROHTAK,october,mango
Haryana,ROHTAK,november,potato
Haryana,ROHTAK,december,tomato
Haryana,ROHTAK,april,wheat 
Haryana,ROHTAK,may,bajra
Haryana,ROHTAK,june,rice
Haryana,ROHTAK,november,mango
Haryana,ROHTAK,september,potato
Haryana,ROHTAK,october,tomato
Haryana,ROHTAK,november,wheat 
Haryana,ROHTAK,october,bajra
Haryana,ROHTAK,november,rice
Haryana,ROHTAK,january,tomato
Haryana,ROHTAK,february,wheat 
Haryana,ROHTAK,march,bajra
Haryana,ROHTAK,september,rice
Haryana,ROHTAK,october,mango
Haryana,ROHTAK,september,potato
Haryana,ROHTAK,november,tomato
Haryana,ROHTAK,february,wheat 
Haryana,ROHTAK,march,bajra
Haryana,ROHTAK,june,rice
Haryana,ROHTAK,july,mango
Haryana,ROHTAK,august,potato
Haryana,ROHTAK,september,tomato
Haryana,ROHTAK,october,wheat 
Haryana,ROHTAK,november,bajra
Haryana,ROHTAK,december,rice
Haryana,ROHTAK,october,tomato
Haryana,ROHTAK,september,wheat 
Haryana,ROHTAK,october,bajra
Haryana,ROHTAK,november,rice
Haryana,ROHTAK,july,mango
Jharkhand,BOKARO,november,potato
Jharkhand,BOKARO,december,tomato
Jharkhand,BOKARO,october,wheat 
Jharkhand,BOKARO,november,bajra
Jharkhand,BOKARO,december,rice
Jharkhand,BOKARO,october,mango
Jharkhand,BOKARO,november,potato
Jharkhand,BOKARO,january,tomato
Jharkhand,BOKARO,february,wheat 
Jharkhand,BOKARO,march,bajra
Jharkhand,BOKARO,june,rice
Jharkhand,BOKARO,july,tomato
Jharkhand,BOKARO,august,wheat 
Jharkhand,BOKARO,september,bajra
Jharkhand,BOKARO,october,rice
Jharkhand,BOKARO,november,mango
Jharkhand,BOKARO,december,potato
Jharkhand,BOKARO,march,tomato
Jharkhand,BOKARO,june,wheat 
Jharkhand,BOKARO,july,bajra
Jharkhand,BOKARO,september,rice
Jharkhand,BOKARO,november,mango
Jharkhand,BOKARO,february,potato
Jharkhand,BOKARO,march,tomato
Jharkhand,BOKARO,june,wheat 
Jharkhand,BOKARO,july,bajra
Jharkhand,BOKARO,august,rice
Jharkhand,BOKARO,september,tomato
Jharkhand,BOKARO,october,wheat 
Jharkhand,BOKARO,november,bajra
Jharkhand,BOKARO,december,rice
Jharkhand,BOKARO,october,mango
Jharkhand,BOKARO,november,potato
Jharkhand,BOKARO,december,tomato
Jharkhand,BOKARO,october,wheat 
Jharkhand,BOKARO,november,bajra
Jharkhand,BOKARO,december,rice
Jharkhand,DHANBAD,november,mango
Jharkhand,DHANBAD,december,potato
Jharkhand,DHANBAD,october,tomato
Jharkhand,DHANBAD,november,wheat 
Jharkhand,DHANBAD,december,bajra
Jharkhand,DHANBAD,october,rice
Jharkhand,DHANBAD,november,tomato
Jharkhand,DHANBAD,january,wheat 
Jharkhand,DHANBAD,february,bajra
Jharkhand,DHANBAD,march,rice
Jharkhand,DHANBAD,june,mango
Jharkhand,DHANBAD,july,potato
Jharkhand,DHANBAD,august,tomato
Jharkhand,DHANBAD,september,wheat 
Jharkhand,DHANBAD,october,bajra
Jharkhand,DHANBAD,november,rice
Jharkhand,DHANBAD,december,mango
Jharkhand,DHANBAD,march,potato
Jharkhand,DHANBAD,june,tomato
Jharkhand,DHANBAD,july,wheat 
Jharkhand,DHANBAD,september,bajra
Jharkhand,DHANBAD,november,rice
Jharkhand,DHANBAD,february,tomato
Jharkhand,DHANBAD,march,wheat 
Jharkhand,DHANBAD,june,bajra
Jharkhand,DHANBAD,july,rice
Jharkhand,DHANBAD,august,mango
Jharkhand,DHANBAD,september,potato
Jharkhand,DHANBAD,october,tomato
Jharkhand,DHANBAD,november,wheat 
Jharkhand,DHANBAD,december,bajra
Jharkhand,DHANBAD,october,rice
Jharkhand,DHANBAD,november,mango
Jharkhand,DHANBAD,december,potato
Jharkhand,DHANBAD,october,tomato
Jharkhand,DHANBAD,november,wheat 
Jharkhand,DHANBAD,december,bajra
Jharkhand,DHANBAD,january,rice
Jharkhand,RANCHI,november,tomato
Jharkhand,RANCHI,december,wheat 
Jharkhand,RANCHI,october,bajra
Jharkhand,RANCHI,november,rice
Jharkhand,RANCHI,december,mango
Jharkhand,RANCHI,october,potato
Jharkhand,RANCHI,november,tomato
Jharkhand,RANCHI,january,wheat 
Jharkhand,RANCHI,february,bajra
Jharkhand,RANCHI,march,rice
Jharkhand,RANCHI,june,mango
Jharkhand,RANCHI,july,potato
Jharkhand,RANCHI,august,tomato
Jharkhand,RANCHI,september,wheat 
Jharkhand,RANCHI,october,bajra
Jharkhand,RANCHI,november,rice
Jharkhand,RANCHI,december,tomato
Jharkhand,RANCHI,march,wheat 
Jharkhand,RANCHI,june,bajra
Jharkhand,RANCHI,july,rice
Jharkhand,RANCHI,september,mango
Jharkhand,RANCHI,november,potato
Jharkhand,RANCHI,february,tomato
Jharkhand,RANCHI,march,wheat 
Jharkhand,RANCHI,june,bajra
Jharkhand,RANCHI,july,rice
Jharkhand,RANCHI,august,mango
Jharkhand,RANCHI,september,potato
Jharkhand,RANCHI,october,tomato
Jharkhand,RANCHI,november,wheat 
Jharkhand,RANCHI,december,bajra
Jharkhand,RANCHI,october,rice
Jharkhand,RANCHI,november,tomato
Jharkhand,RANCHI,december,wheat 
Jharkhand,RANCHI,october,bajra
Jharkhand,RANCHI,november,rice
Jharkhand,RANCHI,december,mango
Jharkhand,RANCHI,january,potato
Karnataka,BAGALKOT,january,tomato
Karnataka,BAGALKOT,february,wheat 
Karnataka,BAGALKOT,march,bajra
Karnataka,BAGALKOT,april,rice
Karnataka,BAGALKOT,may,mango
Karnataka,BAGALKOT,june,potato
Karnataka,BAGALKOT,july,tomato
Karnataka,BAGALKOT,august,wheat 
Karnataka,BAGALKOT,september,bajra
Karnataka,BAGALKOT,october,rice
Karnataka,BAGALKOT,november,tomato
Karnataka,BAGALKOT,december,wheat 
Karnataka,BAGALKOT,january,bajra
Karnataka,BAGALKOT,february,rice
Karnataka,BAGALKOT,march,mango
Karnataka,BAGALKOT,april,potato
Karnataka,BAGALKOT,may,tomato
Karnataka,BAGALKOT,june,wheat 
Karnataka,BAGALKOT,july,bajra
Karnataka,BAGALKOT,august,rice
Karnataka,BAGALKOT,september,mango
Karnataka,BAGALKOT,october,potato
Karnataka,BAGALKOT,november,tomato
Karnataka,BAGALKOT,december,wheat 
Karnataka,BAGALKOT,february,bajra
Karnataka,BAGALKOT,march,rice
Karnataka,BAGALKOT,march,tomato
Karnataka,BAGALKOT,may,wheat 
Karnataka,BAGALKOT,june,bajra
Karnataka,BAGALKOT,june,rice
Karnataka,BAGALKOT,july,mango
Karnataka,BAGALKOT,november,potato
Karnataka,BAGALKOT,october,tomato
Karnataka,BAGALKOT,november,wheat 
Karnataka,BAGALKOT,may,bajra
Karnataka,BAGALKOT,june,rice
Karnataka,BAGALKOT,july ,mango
Karnataka,BAGALKOT,august,potato
Karnataka,BAGALKOT,june ,tomato
Karnataka,BAGALKOT,july,wheat 
Karnataka,BAGALKOT,august,bajra
Karnataka,BAGALKOT,october,rice
Karnataka,BAGALKOT,november,tomato
Karnataka,BAGALKOT,september,wheat 
Karnataka,BELGAUM,january,bajra
Karnataka,BELGAUM,february,rice
Karnataka,BELGAUM,march,mango
Karnataka,BELGAUM,april,potato
Karnataka,BELGAUM,may,tomato
Karnataka,BELGAUM,june,wheat 
Karnataka,BELGAUM,july,bajra
Karnataka,BELGAUM,august,rice
Karnataka,BELGAUM,september,mango
Karnataka,BELGAUM,october,potato
Karnataka,BELGAUM,november,tomato
Karnataka,BELGAUM,december,wheat 
Karnataka,BELGAUM,january,bajra
Karnataka,BELGAUM,february,rice
Karnataka,BELGAUM,march,tomato
Karnataka,BELGAUM,april,wheat 
Karnataka,BELGAUM,may,bajra
Karnataka,BELGAUM,june,rice
Karnataka,BELGAUM,july,mango
Karnataka,BELGAUM,august,potato
Karnataka,BELGAUM,september,tomato
Karnataka,BELGAUM,october,wheat 
Karnataka,BELGAUM,november,bajra
Karnataka,BELGAUM,december,rice
Karnataka,BELGAUM,february,mango
Karnataka,BELGAUM,march,potato
Karnataka,BELGAUM,march,tomato
Karnataka,BELGAUM,may,wheat 
Karnataka,BELGAUM,june,bajra
Karnataka,BELGAUM,june,rice
Karnataka,BELGAUM,july,tomato
Karnataka,BELGAUM,november,wheat 
Karnataka,BELGAUM,october,bajra
Karnataka,BELGAUM,november,rice
Karnataka,BELGAUM,may,mango
Karnataka,BELGAUM,june,potato
Karnataka,BELGAUM,july ,tomato
Karnataka,BELGAUM,august,wheat 
Karnataka,BELGAUM,june ,bajra
Karnataka,BELGAUM,july,rice
Karnataka,BELGAUM,august,mango
Karnataka,BELGAUM,october,potato
Karnataka,BELGAUM,november,tomato
Karnataka,BELGAUM,september,wheat 
Karnataka,DAVANGERE,january,bajra
Karnataka,DAVANGERE,february,rice
Karnataka,DAVANGERE,march,tomato
Karnataka,DAVANGERE,april,wheat 
Karnataka,DAVANGERE,may,bajra
Karnataka,DAVANGERE,june,rice
Karnataka,DAVANGERE,july,mango
Karnataka,DAVANGERE,august,potato
Karnataka,DAVANGERE,september,tomato
Karnataka,DAVANGERE,october,wheat 
Karnataka,DAVANGERE,november,bajra
Karnataka,DAVANGERE,december,rice
Karnataka,DAVANGERE,january,mango
Karnataka,DAVANGERE,february,potato
Karnataka,DAVANGERE,march,tomato
Karnataka,DAVANGERE,april,wheat 
Karnataka,DAVANGERE,may,bajra
Karnataka,DAVANGERE,june,rice
Karnataka,DAVANGERE,july,tomato
Karnataka,DAVANGERE,august,wheat 
Karnataka,DAVANGERE,september,bajra
Karnataka,DAVANGERE,october,rice
Karnataka,DAVANGERE,november,mango
Karnataka,DAVANGERE,december,potato
Karnataka,DAVANGERE,february,tomato
Karnataka,DAVANGERE,march,wheat 
Karnataka,DAVANGERE,march,bajra
Karnataka,DAVANGERE,may,rice
Karnataka,DAVANGERE,june,mango
Karnataka,DAVANGERE,june,potato
Karnataka,DAVANGERE,july,tomato
Karnataka,DAVANGERE,november,wheat 
Karnataka,DAVANGERE,october,bajra
Karnataka,DAVANGERE,november,rice
Karnataka,DAVANGERE,may,tomato
Karnataka,DAVANGERE,june,wheat 
Karnataka,DAVANGERE,july ,bajra
Karnataka,DAVANGERE,august,rice
Karnataka,DAVANGERE,june ,mango
Karnataka,DAVANGERE,july,potato
Karnataka,DAVANGERE,august,tomato
Karnataka,DAVANGERE,october,wheat 
Karnataka,DAVANGERE,november,bajra
Karnataka,DAVANGERE,september,rice
Karnataka,MYSORE,january,mango
Karnataka,MYSORE,february,potato
Karnataka,MYSORE,march,tomato
Karnataka,MYSORE,april,wheat 
Karnataka,MYSORE,may,bajra
Karnataka,MYSORE,june,rice
Karnataka,MYSORE,july,tomato
Karnataka,MYSORE,august,wheat 
Karnataka,MYSORE,september,bajra
Karnataka,MYSORE,october,rice
Karnataka,MYSORE,november,mango
Karnataka,MYSORE,december,potato
Karnataka,MYSORE,january,tomato
Karnataka,MYSORE,february,wheat 
Karnataka,MYSORE,march,bajra
Karnataka,MYSORE,april,rice
Karnataka,MYSORE,may,mango
Karnataka,MYSORE,june,potato
Karnataka,MYSORE,july,tomato
Karnataka,MYSORE,august,wheat 
Karnataka,MYSORE,september,bajra
Karnataka,MYSORE,october,rice
Karnataka,MYSORE,november,tomato
Karnataka,MYSORE,december,wheat 
Karnataka,MYSORE,february,bajra
Karnataka,MYSORE,march,rice
Karnataka,MYSORE,march,mango
Karnataka,MYSORE,may,potato
Karnataka,MYSORE,june,tomato
Karnataka,MYSORE,june,wheat 
Karnataka,MYSORE,july,bajra
Karnataka,MYSORE,november,rice
Karnataka,MYSORE,october,mango
Karnataka,MYSORE,november,potato
Karnataka,MYSORE,may,tomato
Karnataka,MYSORE,june,wheat 
Karnataka,MYSORE,july ,bajra
Karnataka,MYSORE,august,rice
Karnataka,MYSORE,june ,tomato
Karnataka,MYSORE,july,wheat 
Karnataka,MYSORE,august,bajra
Karnataka,MYSORE,october,rice
Karnataka,MYSORE,november,mango
Karnataka,MYSORE,september,potato
Kerala,ALAPPUZHA,january,tomato
Kerala,ALAPPUZHA,february,wheat 
Kerala,ALAPPUZHA,march,bajra
Kerala,ALAPPUZHA,april,rice
Kerala,ALAPPUZHA,may,mango
Kerala,ALAPPUZHA,june,potato
Kerala,ALAPPUZHA,july,tomato
Kerala,ALAPPUZHA,august,wheat 
Kerala,ALAPPUZHA,september,bajra
Kerala,ALAPPUZHA,october,rice
Kerala,ALAPPUZHA,november,tomato
Kerala,ALAPPUZHA,december,wheat 
Kerala,ALAPPUZHA,january,bajra
Kerala,ALAPPUZHA,february,rice
Kerala,ALAPPUZHA,march,mango
Kerala,ALAPPUZHA,april,potato
Kerala,ALAPPUZHA,may,tomato
Kerala,ALAPPUZHA,june,wheat 
Kerala,ALAPPUZHA,july,bajra
Kerala,ALAPPUZHA,august,rice
Kerala,ALAPPUZHA,september,mango
Kerala,ALAPPUZHA,october,potato
Kerala,ALAPPUZHA,november,tomato
Kerala,ALAPPUZHA,december,wheat 
Kerala,ALAPPUZHA,february,bajra
Kerala,ALAPPUZHA,march,rice
Kerala,ALAPPUZHA,march,tomato
Kerala,ALAPPUZHA,may,wheat 
Kerala,ALAPPUZHA,june,bajra
Kerala,ALAPPUZHA,june,rice
Kerala,ALAPPUZHA,july,mango
Kerala,ALAPPUZHA,november,potato
Kerala,ALAPPUZHA,october,tomato
Kerala,ALAPPUZHA,november,wheat 
Kerala,ALAPPUZHA,may,bajra
Kerala,ALAPPUZHA,june,rice
Kerala,ALAPPUZHA,july ,mango
Kerala,ALAPPUZHA,august,potato
Kerala,ALAPPUZHA,june ,tomato
Kerala,ALAPPUZHA,july,wheat 
Kerala,ALAPPUZHA,august,bajra
Kerala,ALAPPUZHA,october,rice
Kerala,ALAPPUZHA,november,tomato
Kerala,ALAPPUZHA,september,wheat 
Kerala,ALAPPUZHA,january,bajra
Kerala,ALAPPUZHA,february,rice
Kerala,ALAPPUZHA,march,mango
Kerala,ALAPPUZHA,december,potato
Kerala,ALAPPUZHA,january,tomato
Kerala,ERNAKULAM,january,wheat 
Kerala,ERNAKULAM,february,bajra
Kerala,ERNAKULAM,march,rice
Kerala,ERNAKULAM,april,mango
Kerala,ERNAKULAM,may,potato
Kerala,ERNAKULAM,june,tomato
Kerala,ERNAKULAM,july,wheat 
Kerala,ERNAKULAM,august,bajra
Kerala,ERNAKULAM,september,rice
Kerala,ERNAKULAM,october,tomato
Kerala,ERNAKULAM,november,wheat 
Kerala,ERNAKULAM,december,bajra
Kerala,ERNAKULAM,january,rice
Kerala,ERNAKULAM,february,mango
Kerala,ERNAKULAM,march,potato
Kerala,ERNAKULAM,april,tomato
Kerala,ERNAKULAM,may,wheat 
Kerala,ERNAKULAM,june,bajra
Kerala,ERNAKULAM,july,rice
Kerala,ERNAKULAM,august,mango
Kerala,ERNAKULAM,september,potato
Kerala,ERNAKULAM,october,tomato
Kerala,ERNAKULAM,november,wheat 
Kerala,ERNAKULAM,december,bajra
Kerala,ERNAKULAM,february,rice
Kerala,ERNAKULAM,march,tomato
Kerala,ERNAKULAM,march,wheat 
Kerala,ERNAKULAM,may,bajra
Kerala,ERNAKULAM,june,rice
Kerala,ERNAKULAM,june,mango
Kerala,ERNAKULAM,july,potato
Kerala,ERNAKULAM,november,tomato
Kerala,ERNAKULAM,october,wheat 
Kerala,ERNAKULAM,november,bajra
Kerala,ERNAKULAM,may,rice
Kerala,ERNAKULAM,june,mango
Kerala,ERNAKULAM,july ,potato
Kerala,ERNAKULAM,august,tomato
Kerala,ERNAKULAM,june ,wheat 
Kerala,ERNAKULAM,july,bajra
Kerala,ERNAKULAM,august,rice
Kerala,ERNAKULAM,october,tomato
Kerala,ERNAKULAM,november,wheat 
Kerala,ERNAKULAM,september,bajra
Kerala,ERNAKULAM,january,rice
Kerala,ERNAKULAM,february,mango
Kerala,ERNAKULAM,march,potato
Kerala,ERNAKULAM,december,tomato
Kerala,ERNAKULAM,january,wheat 
Kerala,KANNUR,january,bajra
Kerala,KANNUR,february,rice
Kerala,KANNUR,march,mango
Kerala,KANNUR,april,potato
Kerala,KANNUR,may,tomato
Kerala,KANNUR,june,wheat 
Kerala,KANNUR,july,bajra
Kerala,KANNUR,august,rice
Kerala,KANNUR,september,tomato
Kerala,KANNUR,october,wheat 
Kerala,KANNUR,november,bajra
Kerala,KANNUR,december,rice
Kerala,KANNUR,january,mango
Kerala,KANNUR,february,potato
Kerala,KANNUR,march,tomato
Kerala,KANNUR,april,wheat 
Kerala,KANNUR,may,bajra
Kerala,KANNUR,june,rice
Kerala,KANNUR,july,mango
Kerala,KANNUR,august,potato
Kerala,KANNUR,september,tomato
Kerala,KANNUR,october,wheat 
Kerala,KANNUR,november,bajra
Kerala,KANNUR,december,rice
Kerala,KANNUR,february,tomato
Kerala,KANNUR,march,wheat 
Kerala,KANNUR,march,bajra
Kerala,KANNUR,may,rice
Kerala,KANNUR,june,mango
Kerala,KANNUR,june,potato
Kerala,KANNUR,july,tomato
Kerala,KANNUR,november,wheat 
Kerala,KANNUR,october,bajra
Kerala,KANNUR,november,rice
Kerala,KANNUR,may,mango
Kerala,KANNUR,june,potato
Kerala,KANNUR,july ,tomato
Kerala,KANNUR,august,wheat 
Kerala,KANNUR,june ,bajra
Kerala,KANNUR,july,rice
Kerala,KANNUR,august,tomato
Kerala,KANNUR,october,wheat 
Kerala,KANNUR,november,bajra
Kerala,KANNUR,september,rice
Kerala,KANNUR,january,mango
Kerala,KANNUR,february,potato
Kerala,KANNUR,march,tomato
Kerala,KANNUR,december,wheat 
Kerala,KANNUR,january,bajra
Kerala,KOLLAM,january,rice
Kerala,KOLLAM,february,mango
Kerala,KOLLAM,march,potato
Kerala,KOLLAM,april,tomato
Kerala,KOLLAM,may,wheat 
Kerala,KOLLAM,june,bajra
Kerala,KOLLAM,july,rice
Kerala,KOLLAM,august,tomato
Kerala,KOLLAM,september,wheat 
Kerala,KOLLAM,october,bajra
Kerala,KOLLAM,november,rice
Kerala,KOLLAM,december,mango
Kerala,KOLLAM,january,potato
Kerala,KOLLAM,february,tomato
Kerala,KOLLAM,march,wheat 
Kerala,KOLLAM,april,bajra
Kerala,KOLLAM,may,rice
Kerala,KOLLAM,june,mango
Kerala,KOLLAM,july,potato
Kerala,KOLLAM,august,tomato
Kerala,KOLLAM,september,wheat 
Kerala,KOLLAM,october,bajra
Kerala,KOLLAM,november,rice
Kerala,KOLLAM,december,tomato
Kerala,KOLLAM,february,wheat 
Kerala,KOLLAM,march,bajra
Kerala,KOLLAM,march,rice
Kerala,KOLLAM,may,mango
Kerala,KOLLAM,june,potato
Kerala,KOLLAM,june,tomato
Kerala,KOLLAM,july,wheat 
Kerala,KOLLAM,november,bajra
Kerala,KOLLAM,october,rice
Kerala,KOLLAM,november,mango
Kerala,KOLLAM,may,potato
Kerala,KOLLAM,june,tomato
Kerala,KOLLAM,july ,wheat 
Kerala,KOLLAM,august,bajra
Kerala,KOLLAM,june ,rice
Kerala,KOLLAM,july,tomato
Kerala,KOLLAM,august,wheat 
Kerala,KOLLAM,october,bajra
Kerala,KOLLAM,november,rice
Kerala,KOLLAM,september,mango
Kerala,KOLLAM,january,potato
Kerala,KOLLAM,february,tomato
Kerala,KOLLAM,march,wheat 
Kerala,KOLLAM,december,bajra
Kerala,KOLLAM,january,rice
Kerala,THIRUVANANTHAPURAM,,mango
Kerala,THIRUVANANTHAPURAM,,potato
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,mango
Kerala,THIRUVANANTHAPURAM,,potato
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,mango
Kerala,THIRUVANANTHAPURAM,,potato
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,mango
Kerala,THIRUVANANTHAPURAM,,potato
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,mango
Kerala,THIRUVANANTHAPURAM,,potato
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,mango
Kerala,THIRUVANANTHAPURAM,,potato
Kerala,THIRUVANANTHAPURAM,,tomato
Kerala,THIRUVANANTHAPURAM,,wheat 
Kerala,THIRUVANANTHAPURAM,,bajra
Kerala,THIRUVANANTHAPURAM,,rice
Kerala,THIRUVANANTHAPURAM,,mango
Madhya Pradesh,AGAR MALWA,january,potato
Madhya Pradesh,AGAR MALWA,february,tomato
Madhya Pradesh,AGAR MALWA,march,wheat 
Madhya Pradesh,AGAR MALWA,april,bajra
Madhya Pradesh,AGAR MALWA,may,rice
Madhya Pradesh,AGAR MALWA,june,tomato
Madhya Pradesh,AGAR MALWA,july,wheat 
Madhya Pradesh,AGAR MALWA,august,bajra
Madhya Pradesh,AGAR MALWA,september,rice
Madhya Pradesh,AGAR MALWA,october,mango
